ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER
10262,S24_2841,Euro Shopping Channel,Madrid,Spain,EMEA,Small,10
10274,S24_2841,Collectables For Less Inc.,Brickhaven,USA,NA,Small,2
10284,S24_2841,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,12
10296,S24_2841,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,8
10307,S24_2841,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,2
10316,S24_2841,giftsbymail.co.uk,Cowes,UK,EMEA,Small,10
10328,S24_2841,Rovelli Gifts,Bergamo,Italy,EMEA,Small,1
10339,S24_2841,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,12
10351,S24_2841,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,5
10373,S24_2841,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,7
10386,S24_2841,Euro Shopping Channel,Madrid,Spain,EMEA,Small,1
10398,S24_2841,Reims Collectables,Reims,France,EMEA,Small,3
10400,S24_2841,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,2
10415,S24_2841,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,1
10110,S24_2887,"AV Stores, Co.",Manchester,UK,EMEA,Medium,10
10124,S24_2887,Signal Gift Stores,Las Vegas,USA,NA,Small,9
10148,S24_2887,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,3
10161,S24_2887,Heintze Collectables,Aaarhus,Denmark,EMEA,Small,2
10173,S24_2887,Rovelli Gifts,Bergamo,Italy,EMEA,Small,16
10182,S24_2887,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,13
10192,S24_2887,Online Diecast Creations Co.,Nashua,USA,NA,Medium,1
10204,S24_2887,Muscle Machine Inc,NYC,USA,NA,Medium,7
10213,S24_2887,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Small,3
10227,S24_2887,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,13
10241,S24_2887,Mini Caravy,Strasbourg,France,EMEA,Small,5
10267,S24_2887,Muscle Machine Inc,NYC,USA,NA,Medium,2
10279,S24_2887,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,2
10288,S24_2887,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,8
10302,S24_2887,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,4
10311,S24_2887,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,3
10332,S24_2887,"AV Stores, Co.",Manchester,UK,EMEA,Small,11
10346,S24_2887,Signal Gift Stores,Las Vegas,USA,NA,Small,5
10368,S24_2887,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,5
10380,S24_2887,Euro Shopping Channel,Madrid,Spain,EMEA,Small,7
10407,S24_2887,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,5
10420,S24_2887,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,8
10109,S24_2972,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Small,6
10122,S24_2972,Marseille Mini Autos,Marseille,France,EMEA,Small,4
10135,S24_2972,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,1
10147,S24_2972,Collectables For Less Inc.,Brickhaven,USA,NA,Small,1
10160,S24_2972,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Small,2
10171,S24_2972,Quebec Home Shopping Network,Montreal,Canada,NA,Small,4
10181,S24_2972,Herkku Gifts,Bergen,Norway,EMEA,Small,8
10192,S24_2972,Online Diecast Creations Co.,Nashua,USA,NA,Small,13
10203,S24_2972,Euro Shopping Channel,Madrid,Spain,EMEA,Small,2
10212,S24_2972,Euro Shopping Channel,Madrid,Spain,EMEA,Small,12
10225,S24_2972,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,3
10239,S24_2972,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,2
10253,S24_2972,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Small,7
10266,S24_2972,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,8
10278,S24_2972,Signal Gift Stores,Las Vegas,USA,NA,Small,8
10287,S24_2972,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,6
10301,S24_2972,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,10
10310,S24_2972,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,4
10321,S24_2972,FunGiftIdeas.com,New Bedford,USA,NA,Small,12
10331,S24_2972,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Small,13
10342,S24_2972,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,9
10355,S24_2972,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10367,S24_2972,Toys4GrownUps.com,Pasadena,USA,NA,Medium,2
10378,S24_2972,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,7
10390,S24_2972,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,5
10405,S24_2972,Mini Caravy,Strasbourg,France,EMEA,Small,2
10419,S24_2972,Salzburg Collectables,Salzburg,Austria,EMEA,Small,7
10105,S24_3151,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,4
10119,S24_3151,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,13
10129,S24_3151,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,4
10142,S24_3151,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,1
10154,S24_3151,Boards & Toys Co.,Glendale,USA,NA,Small,2
10167,S24_3151,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,11
10177,S24_3151,CAF Imports,Madrid,Spain,EMEA,Medium,2
10185,S24_3151,Mini Creations Ltd.,New Bedford,USA,NA,Small,2
10197,S24_3151,Enaco Distributors,Barcelona,Spain,EMEA,Medium,8
10208,S24_3151,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,2
10222,S24_3151,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,14
10233,S24_3151,Tekni Collectables Inc.,Newark,USA,NA,Medium,2
10248,S24_3151,Land of Toys Inc.,NYC,USA,NA,Medium,5
10261,S24_3151,Quebec Home Shopping Network,Montreal,Canada,NA,Small,3
10273,S24_3151,Petit Auto,Bruxelles,Belgium,EMEA,Small,6
10283,S24_3151,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Medium,8
10295,S24_3151,Gifts4AllAges.com,Boston,USA,NA,Medium,3
10306,S24_3151,"AV Stores, Co.",Manchester,UK,EMEA,Small,2
10315,S24_3151,La Rochelle Gifts,Nantes,France,EMEA,Small,1
10326,S24_3151,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,3
10339,S24_3151,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Large,13
10350,S24_3151,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10373,S24_3151,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,12
10384,S24_3151,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,2
10396,S24_3151,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,7
10414,S24_3151,Gifts4AllAges.com,Boston,USA,NA,Medium,5
10110,S24_3191,"AV Stores, Co.",Manchester,UK,EMEA,Small,12
10124,S24_3191,Signal Gift Stores,Las Vegas,USA,NA,Medium,11
10148,S24_3191,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,5
10161,S24_3191,Heintze Collectables,Aaarhus,Denmark,EMEA,Small,4
10172,S24_3191,Gift Depot Inc.,Bridgewater,USA,NA,Small,2
10182,S24_3191,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,15
10192,S24_3191,Online Diecast Creations Co.,Nashua,USA,NA,Small,3
10204,S24_3191,Muscle Machine Inc,NYC,USA,NA,Medium,9
10212,S24_3191,Euro Shopping Channel,Madrid,Spain,EMEA,Small,2
10227,S24_3191,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,15
10241,S24_3191,Mini Caravy,Strasbourg,France,EMEA,Small,7
10267,S24_3191,Muscle Machine Inc,NYC,USA,NA,Medium,4
10279,S24_3191,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10288,S24_3191,Handji Gifts& Co,Singapore,Singapore,APAC,Small,10
10302,S24_3191,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,6
10311,S24_3191,Euro Shopping Channel,Madrid,Spain,EMEA,Small,5
10321,S24_3191,FunGiftIdeas.com,New Bedford,USA,NA,Medium,2
10332,S24_3191,"AV Stores, Co.",Manchester,UK,EMEA,Small,12
10346,S24_3191,Signal Gift Stores,Las Vegas,USA,NA,Medium,2
10368,S24_3191,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,1
10380,S24_3191,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10407,S24_3191,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,7
10420,S24_3191,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,10
10108,S24_3371,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,5
10122,S24_3371,Marseille Mini Autos,Marseille,France,EMEA,Small,9
10135,S24_3371,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,6
10147,S24_3371,Collectables For Less Inc.,Brickhaven,USA,NA,Small,6
10159,S24_3371,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,1
10169,S24_3371,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,1
10181,S24_3371,Herkku Gifts,Bergen,Norway,EMEA,Small,13
10191,S24_3371,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,2
10203,S24_3371,Euro Shopping Channel,Madrid,Spain,EMEA,Small,7
10211,S24_3371,Auto Canal Petit,Paris,France,EMEA,Small,1
10225,S24_3371,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,8
10238,S24_3371,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,2
10253,S24_3371,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Small,12
10266,S24_3371,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,13
10276,S24_3371,Online Mini Collectables,Brickhaven,USA,NA,Small,2
10287,S24_3371,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,11
10300,S24_3371,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Small,4
10310,S24_3371,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,9
10320,S24_3371,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small,2
10331,S24_3371,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,9
10342,S24_3371,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,10
10355,S24_3371,Euro Shopping Channel,Madrid,Spain,EMEA,Small,6
10363,S24_3371,Suominen Souveniers,Espoo,Finland,EMEA,Small,15
10378,S24_3371,Euro Shopping Channel,Madrid,Spain,EMEA,Small,6
10390,S24_3371,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,6
10419,S24_3371,Salzburg Collectables,Salzburg,Austria,EMEA,Small,12
10106,S24_3420,Rovelli Gifts,Bergamo,Italy,EMEA,Small,14
10119,S24_3420,Salzburg Collectables,Salzburg,Austria,EMEA,Small,5
10131,S24_3420,Gift Ideas Corp.,Glendale,USA,NA,Small,6
10143,S24_3420,Mini Creations Ltd.,New Bedford,USA,NA,Small,9
10155,S24_3420,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,7
10167,S24_3420,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,3
10178,S24_3420,Alpha Cognac,Toulouse,France,EMEA,Small,6
10186,S24_3420,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Small,3
10198,S24_3420,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,6
10209,S24_3420,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Small,2
10222,S24_3420,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,6
10249,S24_3420,Cambridge Collectables Co.,Cambridge,USA,NA,Small,2
10262,S24_3420,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,11
10274,S24_3420,Collectables For Less Inc.,Brickhaven,USA,NA,Small,3
10284,S24_3420,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,13
10296,S24_3420,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,9
10307,S24_3420,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,3
10316,S24_3420,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,11
10328,S24_3420,Rovelli Gifts,Bergamo,Italy,EMEA,Small,2
10339,S24_3420,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,14
10351,S24_3420,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,4
10361,S24_3420,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,6
10373,S24_3420,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,11
10386,S24_3420,Euro Shopping Channel,Madrid,Spain,EMEA,Small,9
10398,S24_3420,Reims Collectables,Reims,France,EMEA,Small,13
10400,S24_3420,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,3
10415,S24_3420,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,2
10110,S24_3432,"AV Stores, Co.",Manchester,UK,EMEA,Medium,14
10124,S24_3432,Signal Gift Stores,Las Vegas,USA,NA,Medium,13
10148,S24_3432,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,7
10161,S24_3432,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,6
10172,S24_3432,Gift Depot Inc.,Bridgewater,USA,NA,Small,4
10182,S24_3432,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,17
10192,S24_3432,Online Diecast Creations Co.,Nashua,USA,NA,Medium,5
10204,S24_3432,Muscle Machine Inc,NYC,USA,NA,Medium,11
10212,S24_3432,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10226,S24_3432,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,2
10241,S24_3432,Mini Caravy,Strasbourg,France,EMEA,Small,9
10267,S24_3432,Muscle Machine Inc,NYC,USA,NA,Medium,6
10279,S24_3432,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,6
10288,S24_3432,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,12
10301,S24_3432,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,2
10311,S24_3432,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,7
10321,S24_3432,FunGiftIdeas.com,New Bedford,USA,NA,Small,4
10332,S24_3432,"AV Stores, Co.",Manchester,UK,EMEA,Small,13
10346,S24_3432,Signal Gift Stores,Las Vegas,USA,NA,Small,6
10368,S24_3432,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,4
10380,S24_3432,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,11
10407,S24_3432,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,9
10420,S24_3432,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,12
10105,S24_3816,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,1
10119,S24_3816,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,10
10129,S24_3816,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,1
10143,S24_3816,Mini Creations Ltd.,New Bedford,USA,NA,Small,14
10155,S24_3816,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,12
10167,S24_3816,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,8
10178,S24_3816,Alpha Cognac,Toulouse,France,EMEA,Small,11
10186,S24_3816,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Medium,8
10197,S24_3816,Enaco Distributors,Barcelona,Spain,EMEA,Small,5
10209,S24_3816,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Small,7
10222,S24_3816,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,11
10248,S24_3816,Land of Toys Inc.,NYC,USA,NA,Small,2
10262,S24_3816,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,16
10273,S24_3816,Petit Auto,Bruxelles,Belgium,EMEA,Medium,3
10283,S24_3816,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,5
10296,S24_3816,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,14
10307,S24_3816,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,8
10316,S24_3816,giftsbymail.co.uk,Cowes,UK,EMEA,Small,16
10326,S24_3816,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small,2
10339,S24_3816,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,16
10350,S24_3816,Euro Shopping Channel,Madrid,Spain,EMEA,Small,10
10373,S24_3816,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,10
10385,S24_3816,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,2
10396,S24_3816,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,8
10400,S24_3816,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,8
10414,S24_3816,Gifts4AllAges.com,Boston,USA,NA,Medium,2
10108,S24_3856,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,1
10122,S24_3856,Marseille Mini Autos,Marseille,France,EMEA,Medium,5
10135,S24_3856,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,2
10147,S24_3856,Collectables For Less Inc.,Brickhaven,USA,NA,Small,2
10160,S24_3856,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Medium,3
10170,S24_3856,Mini Auto Werke,Graz,Austria,EMEA,Medium,1
10181,S24_3856,Herkku Gifts,Bergen,Norway,EMEA,Medium,9
10192,S24_3856,Online Diecast Creations Co.,Nashua,USA,NA,Medium,14
10203,S24_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,3
10212,S24_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,13
10225,S24_3856,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,4
10239,S24_3856,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,3
10253,S24_3856,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,8
10266,S24_3856,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,9
10278,S24_3856,Signal Gift Stores,Las Vegas,USA,NA,Medium,9
10287,S24_3856,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,7
10301,S24_3856,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Large,11
10310,S24_3856,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,5
10321,S24_3856,FunGiftIdeas.com,New Bedford,USA,NA,Medium,13
10331,S24_3856,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,1
10342,S24_3856,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,6
10355,S24_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,8
10363,S24_3856,Suominen Souveniers,Espoo,Finland,EMEA,Small,1
10378,S24_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Small,3
10390,S24_3856,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,8
10405,S24_3856,Mini Caravy,Strasbourg,France,EMEA,Large,3
10419,S24_3856,Salzburg Collectables,Salzburg,Austria,EMEA,Large,8
10106,S24_3949,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,11
10119,S24_3949,Salzburg Collectables,Salzburg,Austria,EMEA,Small,2
10131,S24_3949,Gift Ideas Corp.,Glendale,USA,NA,Medium,3
10143,S24_3949,Mini Creations Ltd.,New Bedford,USA,NA,Small,6
10155,S24_3949,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,4
10168,S24_3949,Technics Stores Inc.,Burlingame,USA,NA,Small,18
10178,S24_3949,Alpha Cognac,Toulouse,France,EMEA,Small,3
10198,S24_3949,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,3
10210,S24_3949,Osaka Souveniers Co.,Osaka,Japan,Japan,Small,16
10222,S24_3949,Collectable Mini Designs Co.,San Diego,USA,NA,Small,3
10235,S24_3949,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,12
10250,S24_3949,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,13
10262,S24_3949,Euro Shopping Channel,Madrid,Spain,EMEA,Small,8
10275,S24_3949,La Rochelle Gifts,Nantes,France,EMEA,Medium,18
10284,S24_3949,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,10
10296,S24_3949,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,6
10308,S24_3949,Mini Classics,White Plains,USA,NA,Medium,16
10316,S24_3949,giftsbymail.co.uk,Cowes,UK,EMEA,Small,8
10328,S24_3949,Rovelli Gifts,Bergamo,Italy,EMEA,Small,3
10339,S24_3949,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,11
10351,S24_3949,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,3
10361,S24_3949,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,7
10373,S24_3949,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,13
10386,S24_3949,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,12
10398,S24_3949,Reims Collectables,Reims,France,EMEA,Small,2
10401,S24_3949,Tekni Collectables Inc.,Newark,USA,NA,Medium,12
10416,S24_3949,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,13
10100,S24_3969,Online Diecast Creations Co.,Nashua,USA,NA,Small,1
10110,S24_3969,"AV Stores, Co.",Manchester,UK,EMEA,Small,5
10124,S24_3969,Signal Gift Stores,Las Vegas,USA,NA,Small,4
10149,S24_3969,Signal Collectibles Ltd.,Brisbane,USA,NA,Small,9
10162,S24_3969,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small,7
10173,S24_3969,Rovelli Gifts,Bergamo,Italy,EMEA,Small,11
10182,S24_3969,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,8
10193,S24_3969,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,12
10204,S24_3969,Muscle Machine Inc,NYC,USA,NA,Small,2
10214,S24_3969,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,5
10227,S24_3969,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,8
10242,S24_3969,Microscale Inc.,NYC,USA,NA,Small,1
10280,S24_3969,Amica Models & Co.,Torino,Italy,EMEA,Small,14
10288,S24_3969,Handji Gifts& Co,Singapore,Singapore,APAC,Small,3
10303,S24_3969,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Small,1
10312,S24_3969,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,15
10332,S24_3969,"AV Stores, Co.",Manchester,UK,EMEA,Medium,14
10346,S24_3969,Signal Gift Stores,Las Vegas,USA,NA,Small,4
10368,S24_3969,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,3
10380,S24_3969,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,12
10408,S24_3969,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,1
10420,S24_3969,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,3
10104,S24_4048,Euro Shopping Channel,Madrid,Spain,EMEA,Small,5
10115,S24_4048,Classic Legends Inc.,NYC,USA,NA,Medium,1
10127,S24_4048,Muscle Machine Inc,NYC,USA,NA,Small,7
10141,S24_4048,Suominen Souveniers,Espoo,Finland,EMEA,Medium,1
10152,S24_4048,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Small,3
10165,S24_4048,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,8
10176,S24_4048,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,7
10184,S24_4048,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Medium,2
10195,S24_4048,Mini Classics,White Plains,USA,NA,Medium,2
10207,S24_4048,Diecast Collectables,Boston,USA,NA,Small,3
10220,S24_4048,"Clover Collections, Co.",Dublin,Ireland,EMEA,Medium,7
10230,S24_4048,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,5
10246,S24_4048,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10271,S24_4048,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,1
10282,S24_4048,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,10
10292,S24_4048,Land of Toys Inc.,NYC,USA,NA,Medium,4
10305,S24_4048,Marta's Replicas Co.,Cambridge,USA,NA,Medium,1
10314,S24_4048,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,10
10325,S24_4048,Baane Mini Imports,Stavern,Norway,EMEA,Medium,5
10336,S24_4048,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium,5
10349,S24_4048,Muscle Machine Inc,NYC,USA,NA,Medium,2
10359,S24_4048,Reims Collectables,Reims,France,EMEA,Small,7
10371,S24_4048,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,9
10383,S24_4048,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10394,S24_4048,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,7
10412,S24_4048,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10103,S24_4258,Baane Mini Imports,Stavern,Norway,EMEA,Small,15
10111,S24_4258,Mini Wheels Co.,San Francisco,USA,NA,Small,3
10126,S24_4258,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,15
10139,S24_4258,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,4
10149,S24_4258,Signal Collectibles Ltd.,Brisbane,USA,NA,Small,1
10163,S24_4258,Classic Legends Inc.,NYC,USA,NA,Medium,5
10173,S24_4258,Rovelli Gifts,Bergamo,Italy,EMEA,Small,3
10183,S24_4258,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Medium,12
10193,S24_4258,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,4
10206,S24_4258,Canadian Gift Exchange Network,Vancouver,Canada,NA,Medium,10
10215,S24_4258,West Coast Collectables Co.,Burbank,USA,NA,Medium,7
10228,S24_4258,Cambridge Collectables Co.,Cambridge,USA,NA,Medium,6
10244,S24_4258,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10257,S24_4258,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,4
10269,S24_4258,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,2
